state,state_display,date,year,month_number,month,date_label,division,division_name,inflation_yoy,inflation_mom,rank_highest_to_lowest,pressure_group
Sabah,Sabah,2012-12-01,2012,12,December,December 2012,01,Food and non-alcoholic beverages,2.1,0.3,7,Other states
Sabah,Sabah,2013-01-01,2013,1,January,January 2013,01,Food and non-alcoholic beverages,2.1,0.8,8,Other states
Sabah,Sabah,2013-02-01,2013,2,February,February 2013,01,Food and non-alcoholic beverages,3.4,1.3,7,Other states
Sabah,Sabah,2013-03-01,2013,3,March,March 2013,01,Food and non-alcoholic beverages,3.4,0.2,7,Other states
Sabah,Sabah,2013-04-01,2013,4,April,April 2013,01,Food and non-alcoholic beverages,3.4,-0.5,9,Other states
Sabah,Sabah,2013-05-01,2013,5,May,May 2013,01,Food and non-alcoholic beverages,2.7,-0.5,14,Other states
Sabah,Sabah,2013-06-01,2013,6,June,June 2013,01,Food and non-alcoholic beverages,2.5,0.2,15,Other states
Sabah,Sabah,2013-07-01,2013,7,July,July 2013,01,Food and non-alcoholic beverages,2.5,0.5,15,Other states
Sabah,Sabah,2013-08-01,2013,8,August,August 2013,01,Food and non-alcoholic beverages,2.4,0.0,15,Other states
Sabah,Sabah,2013-09-01,2013,9,September,September 2013,01,Food and non-alcoholic beverages,3.6,0.6,11,Other states
Sabah,Sabah,2013-10-01,2013,10,October,October 2013,01,Food and non-alcoholic beverages,3.1,0.2,11,Other states
Sabah,Sabah,2013-11-01,2013,11,November,November 2013,01,Food and non-alcoholic beverages,3.6,0.5,11,Other states
Sabah,Sabah,2013-12-01,2013,12,December,December 2013,01,Food and non-alcoholic beverages,3.3,0.0,13,Other states
Sabah,Sabah,2014-01-01,2014,1,January,January 2014,01,Food and non-alcoholic beverages,3.1,0.6,12,Other states
Sabah,Sabah,2014-02-01,2014,2,February,February 2014,01,Food and non-alcoholic beverages,2.0,0.2,16,Lowest state
Sabah,Sabah,2014-03-01,2014,3,March,March 2014,01,Food and non-alcoholic beverages,1.4,-0.4,16,Lowest state
Sabah,Sabah,2014-04-01,2014,4,April,April 2014,01,Food and non-alcoholic beverages,1.5,-0.5,16,Lowest state
Sabah,Sabah,2014-05-01,2014,5,May,May 2014,01,Food and non-alcoholic beverages,1.7,-0.2,15,Other states
Sabah,Sabah,2014-06-01,2014,6,June,June 2014,01,Food and non-alcoholic beverages,1.9,0.4,15,Other states
Sabah,Sabah,2014-07-01,2014,7,July,July 2014,01,Food and non-alcoholic beverages,1.4,0.0,15,Other states
Sabah,Sabah,2014-08-01,2014,8,August,August 2014,01,Food and non-alcoholic beverages,1.5,0.1,15,Other states
Sabah,Sabah,2014-09-01,2014,9,September,September 2014,01,Food and non-alcoholic beverages,1.1,0.2,15,Other states
Sabah,Sabah,2014-10-01,2014,10,October,October 2014,01,Food and non-alcoholic beverages,1.1,0.2,14,Other states
Sabah,Sabah,2014-11-01,2014,11,November,November 2014,01,Food and non-alcoholic beverages,0.7,0.2,15,Other states
Sabah,Sabah,2014-12-01,2014,12,December,December 2014,01,Food and non-alcoholic beverages,1.1,0.4,14,Other states
Sabah,Sabah,2015-01-01,2015,1,January,January 2015,01,Food and non-alcoholic beverages,0.5,0.1,15,Other states
Sabah,Sabah,2015-02-01,2015,2,February,February 2015,01,Food and non-alcoholic beverages,0.9,0.5,16,Lowest state
Sabah,Sabah,2015-03-01,2015,3,March,March 2015,01,Food and non-alcoholic beverages,1.1,-0.2,15,Other states
Sabah,Sabah,2015-04-01,2015,4,April,April 2015,01,Food and non-alcoholic beverages,2.4,0.8,12,Other states
Sabah,Sabah,2015-05-01,2015,5,May,May 2015,01,Food and non-alcoholic beverages,2.5,-0.1,15,Other states
Sabah,Sabah,2015-06-01,2015,6,June,June 2015,01,Food and non-alcoholic beverages,2.2,0.1,13,Other states
Sabah,Sabah,2015-07-01,2015,7,July,July 2015,01,Food and non-alcoholic beverages,2.6,0.3,16,Other states
Sabah,Sabah,2015-08-01,2015,8,August,August 2015,01,Food and non-alcoholic beverages,2.8,0.3,15,Other states
Sabah,Sabah,2015-09-01,2015,9,September,September 2015,01,Food and non-alcoholic beverages,2.0,-0.5,16,Lowest state
Sabah,Sabah,2015-10-01,2015,10,October,October 2015,01,Food and non-alcoholic beverages,2.5,0.6,16,Lowest state
Sabah,Sabah,2015-11-01,2015,11,November,November 2015,01,Food and non-alcoholic beverages,1.9,-0.4,16,Lowest state
Sabah,Sabah,2015-12-01,2015,12,December,December 2015,01,Food and non-alcoholic beverages,1.9,0.3,16,Lowest state
Sabah,Sabah,2016-01-01,2016,1,January,January 2016,01,Food and non-alcoholic beverages,1.9,0.2,16,Lowest state
Sabah,Sabah,2016-02-01,2016,2,February,February 2016,01,Food and non-alcoholic beverages,1.8,0.4,15,Other states
Sabah,Sabah,2016-03-01,2016,3,March,March 2016,01,Food and non-alcoholic beverages,1.9,-0.1,15,Other states
Sabah,Sabah,2016-04-01,2016,4,April,April 2016,01,Food and non-alcoholic beverages,1.3,0.2,15,Other states
Sabah,Sabah,2016-05-01,2016,5,May,May 2016,01,Food and non-alcoholic beverages,1.7,0.3,16,Lowest state
Sabah,Sabah,2016-06-01,2016,6,June,June 2016,01,Food and non-alcoholic beverages,1.5,-0.1,15,Other states
Sabah,Sabah,2016-07-01,2016,7,July,July 2016,01,Food and non-alcoholic beverages,1.3,0.2,15,Other states
Sabah,Sabah,2016-08-01,2016,8,August,August 2016,01,Food and non-alcoholic beverages,1.0,0.0,15,Other states
Sabah,Sabah,2016-09-01,2016,9,September,September 2016,01,Food and non-alcoholic beverages,1.4,-0.2,15,Other states
Sabah,Sabah,2016-10-01,2016,10,October,October 2016,01,Food and non-alcoholic beverages,1.0,0.2,15,Other states
Sabah,Sabah,2016-11-01,2016,11,November,November 2016,01,Food and non-alcoholic beverages,2.7,1.3,13,Other states
Sabah,Sabah,2016-12-01,2016,12,December,December 2016,01,Food and non-alcoholic beverages,2.7,0.3,12,Other states
Sabah,Sabah,2017-01-01,2017,1,January,January 2017,01,Food and non-alcoholic beverages,3.4,0.8,11,Other states
Sabah,Sabah,2017-02-01,2017,2,February,February 2017,01,Food and non-alcoholic beverages,3.2,0.3,11,Other states
Sabah,Sabah,2017-03-01,2017,3,March,March 2017,01,Food and non-alcoholic beverages,3.7,0.4,10,Other states
Sabah,Sabah,2017-04-01,2017,4,April,April 2017,01,Food and non-alcoholic beverages,3.5,0.0,10,Other states
Sabah,Sabah,2017-05-01,2017,5,May,May 2017,01,Food and non-alcoholic beverages,3.8,0.5,9,Other states
Sabah,Sabah,2017-06-01,2017,6,June,June 2017,01,Food and non-alcoholic beverages,4.1,0.2,8,Other states
Sabah,Sabah,2017-07-01,2017,7,July,July 2017,01,Food and non-alcoholic beverages,4.5,0.5,3,Other states
Sabah,Sabah,2017-08-01,2017,8,August,August 2017,01,Food and non-alcoholic beverages,4.8,0.3,1,Highest state
Sabah,Sabah,2017-09-01,2017,9,September,September 2017,01,Food and non-alcoholic beverages,5.3,0.3,3,Other states
Sabah,Sabah,2017-10-01,2017,10,October,October 2017,01,Food and non-alcoholic beverages,4.2,-0.9,8,Other states
Sabah,Sabah,2017-11-01,2017,11,November,November 2017,01,Food and non-alcoholic beverages,3.5,0.6,9,Other states
Sabah,Sabah,2017-12-01,2017,12,December,December 2017,01,Food and non-alcoholic beverages,3.6,0.5,9,Other states
Sabah,Sabah,2018-01-01,2018,1,January,January 2018,01,Food and non-alcoholic beverages,3.7,0.9,6,Other states
Sabah,Sabah,2018-02-01,2018,2,February,February 2018,01,Food and non-alcoholic beverages,3.3,-0.2,3,Other states
Sabah,Sabah,2018-03-01,2018,3,March,March 2018,01,Food and non-alcoholic beverages,2.9,0.1,5,Other states
Sabah,Sabah,2018-04-01,2018,4,April,April 2018,01,Food and non-alcoholic beverages,2.3,-0.6,9,Other states
Sabah,Sabah,2018-05-01,2018,5,May,May 2018,01,Food and non-alcoholic beverages,1.4,-0.4,13,Other states
Sabah,Sabah,2018-06-01,2018,6,June,June 2018,01,Food and non-alcoholic beverages,0.3,-0.8,12,Other states
Sabah,Sabah,2018-07-01,2018,7,July,July 2018,01,Food and non-alcoholic beverages,-0.3,-0.2,14,Other states
Sabah,Sabah,2018-08-01,2018,8,August,August 2018,01,Food and non-alcoholic beverages,-0.3,0.3,13,Other states
Sabah,Sabah,2018-09-01,2018,9,September,September 2018,01,Food and non-alcoholic beverages,-0.5,0.2,13,Other states
Sabah,Sabah,2018-10-01,2018,10,October,October 2018,01,Food and non-alcoholic beverages,0.4,0.0,10,Other states
Sabah,Sabah,2018-11-01,2018,11,November,November 2018,01,Food and non-alcoholic beverages,0.0,0.2,15,Other states
Sabah,Sabah,2018-12-01,2018,12,December,December 2018,01,Food and non-alcoholic beverages,-0.4,0.1,15,Other states
Sabah,Sabah,2019-01-01,2019,1,January,January 2019,01,Food and non-alcoholic beverages,-0.6,0.7,16,Lowest state
Sabah,Sabah,2019-02-01,2019,2,February,February 2019,01,Food and non-alcoholic beverages,-0.5,0.0,16,Lowest state
Sabah,Sabah,2019-03-01,2019,3,March,March 2019,01,Food and non-alcoholic beverages,-0.6,0.0,16,Lowest state
Sabah,Sabah,2019-04-01,2019,4,April,April 2019,01,Food and non-alcoholic beverages,-0.2,-0.2,16,Lowest state
Sabah,Sabah,2019-05-01,2019,5,May,May 2019,01,Food and non-alcoholic beverages,0.0,-0.2,16,Lowest state
Sabah,Sabah,2019-06-01,2019,6,June,June 2019,01,Food and non-alcoholic beverages,0.9,0.1,16,Lowest state
Sabah,Sabah,2019-07-01,2019,7,July,July 2019,01,Food and non-alcoholic beverages,1.1,0.0,16,Lowest state
Sabah,Sabah,2019-08-01,2019,8,August,August 2019,01,Food and non-alcoholic beverages,1.0,0.2,16,Lowest state
Sabah,Sabah,2019-09-01,2019,9,September,September 2019,01,Food and non-alcoholic beverages,0.8,0.0,16,Lowest state
Sabah,Sabah,2019-10-01,2019,10,October,October 2019,01,Food and non-alcoholic beverages,0.9,0.1,15,Other states
Sabah,Sabah,2019-11-01,2019,11,November,November 2019,01,Food and non-alcoholic beverages,1.2,0.5,8,Other states
Sabah,Sabah,2019-12-01,2019,12,December,December 2019,01,Food and non-alcoholic beverages,1.3,0.2,8,Other states
Sabah,Sabah,2020-01-01,2020,1,January,January 2020,01,Food and non-alcoholic beverages,0.9,0.2,7,Other states
Sabah,Sabah,2020-02-01,2020,2,February,February 2020,01,Food and non-alcoholic beverages,0.7,-0.2,8,Other states
Sabah,Sabah,2020-03-01,2020,3,March,March 2020,01,Food and non-alcoholic beverages,0.3,-0.4,14,Other states
Sabah,Sabah,2020-04-01,2020,4,April,April 2020,01,Food and non-alcoholic beverages,0.0,-0.6,16,Lowest state
Sabah,Sabah,2020-05-01,2020,5,May,May 2020,01,Food and non-alcoholic beverages,0.3,0.2,15,Other states
Sabah,Sabah,2020-06-01,2020,6,June,June 2020,01,Food and non-alcoholic beverages,0.2,-0.1,16,Lowest state
Sabah,Sabah,2020-07-01,2020,7,July,July 2020,01,Food and non-alcoholic beverages,0.3,0.2,15,Other states
Sabah,Sabah,2020-08-01,2020,8,August,August 2020,01,Food and non-alcoholic beverages,0.2,0.2,16,Lowest state
Sabah,Sabah,2020-09-01,2020,9,September,September 2020,01,Food and non-alcoholic beverages,0.2,0.0,16,Lowest state
Sabah,Sabah,2020-10-01,2020,10,October,October 2020,01,Food and non-alcoholic beverages,0.2,0.0,16,Lowest state
Sabah,Sabah,2020-11-01,2020,11,November,November 2020,01,Food and non-alcoholic beverages,-0.3,0.0,16,Lowest state
Sabah,Sabah,2020-12-01,2020,12,December,December 2020,01,Food and non-alcoholic beverages,-0.4,0.1,16,Lowest state
Sabah,Sabah,2021-01-01,2021,1,January,January 2021,01,Food and non-alcoholic beverages,-0.5,0.2,16,Lowest state
Sabah,Sabah,2021-02-01,2021,2,February,February 2021,01,Food and non-alcoholic beverages,-0.2,0.1,16,Lowest state
Sabah,Sabah,2021-03-01,2021,3,March,March 2021,01,Food and non-alcoholic beverages,0.3,0.2,16,Lowest state
Sabah,Sabah,2021-04-01,2021,4,April,April 2021,01,Food and non-alcoholic beverages,1.0,0.1,14,Other states
Sabah,Sabah,2021-05-01,2021,5,May,May 2021,01,Food and non-alcoholic beverages,0.5,-0.3,15,Other states
Sabah,Sabah,2021-06-01,2021,6,June,June 2021,01,Food and non-alcoholic beverages,0.9,0.3,11,Other states
Sabah,Sabah,2021-07-01,2021,7,July,July 2021,01,Food and non-alcoholic beverages,0.7,0.0,14,Other states
Sabah,Sabah,2021-08-01,2021,8,August,August 2021,01,Food and non-alcoholic beverages,0.6,0.1,14,Other states
Sabah,Sabah,2021-09-01,2021,9,September,September 2021,01,Food and non-alcoholic beverages,0.7,0.1,16,Lowest state
Sabah,Sabah,2021-10-01,2021,10,October,October 2021,01,Food and non-alcoholic beverages,0.9,0.2,15,Other states
Sabah,Sabah,2021-11-01,2021,11,November,November 2021,01,Food and non-alcoholic beverages,1.1,0.2,16,Lowest state
Sabah,Sabah,2021-12-01,2021,12,December,December 2021,01,Food and non-alcoholic beverages,1.5,0.5,16,Lowest state
Sabah,Sabah,2022-01-01,2022,1,January,January 2022,01,Food and non-alcoholic beverages,2.6,1.3,13,Other states
Sabah,Sabah,2022-02-01,2022,2,February,February 2022,01,Food and non-alcoholic beverages,3.0,0.5,15,Other states
Sabah,Sabah,2022-03-01,2022,3,March,March 2022,01,Food and non-alcoholic beverages,2.4,-0.4,15,Other states
Sabah,Sabah,2022-04-01,2022,4,April,April 2022,01,Food and non-alcoholic beverages,2.7,0.3,15,Lowest state
Sabah,Sabah,2022-05-01,2022,5,May,May 2022,01,Food and non-alcoholic beverages,3.9,0.9,14,Other states
Sabah,Sabah,2022-06-01,2022,6,June,June 2022,01,Food and non-alcoholic beverages,4.7,1.1,14,Other states
Sabah,Sabah,2022-07-01,2022,7,July,July 2022,01,Food and non-alcoholic beverages,6.3,1.5,7,Other states
Sabah,Sabah,2022-08-01,2022,8,August,August 2022,01,Food and non-alcoholic beverages,6.6,0.4,7,Other states
Sabah,Sabah,2022-09-01,2022,9,September,September 2022,01,Food and non-alcoholic beverages,6.7,0.2,6,Other states
Sabah,Sabah,2022-10-01,2022,10,October,October 2022,01,Food and non-alcoholic beverages,7.2,0.6,6,Other states
Sabah,Sabah,2022-11-01,2022,11,November,November 2022,01,Food and non-alcoholic beverages,7.4,0.4,5,Other states
Sabah,Sabah,2022-12-01,2022,12,December,December 2022,01,Food and non-alcoholic beverages,7.4,0.4,4,Other states
Sabah,Sabah,2023-01-01,2023,1,January,January 2023,01,Food and non-alcoholic beverages,6.4,0.4,8,Other states
Sabah,Sabah,2023-02-01,2023,2,February,February 2023,01,Food and non-alcoholic beverages,6.2,0.3,10,Other states
Sabah,Sabah,2023-03-01,2023,3,March,March 2023,01,Food and non-alcoholic beverages,6.8,0.1,7,Other states
Sabah,Sabah,2023-04-01,2023,4,April,April 2023,01,Food and non-alcoholic beverages,6.2,-0.2,6,Other states
Sabah,Sabah,2023-05-01,2023,5,May,May 2023,01,Food and non-alcoholic beverages,5.5,0.1,9,Other states
Sabah,Sabah,2023-06-01,2023,6,June,June 2023,01,Food and non-alcoholic beverages,4.2,-0.1,9,Other states
Sabah,Sabah,2023-07-01,2023,7,July,July 2023,01,Food and non-alcoholic beverages,3.0,0.4,14,Other states
Sabah,Sabah,2023-08-01,2023,8,August,August 2023,01,Food and non-alcoholic beverages,2.9,0.3,15,Other states
Sabah,Sabah,2023-09-01,2023,9,September,September 2023,01,Food and non-alcoholic beverages,3.0,0.3,13,Other states
Sabah,Sabah,2023-10-01,2023,10,October,October 2023,01,Food and non-alcoholic beverages,2.4,0.0,13,Other states
Sabah,Sabah,2023-11-01,2023,11,November,November 2023,01,Food and non-alcoholic beverages,1.5,-0.5,13,Other states
Sabah,Sabah,2023-12-01,2023,12,December,December 2023,01,Food and non-alcoholic beverages,1.1,0.1,15,Lowest state
Sabah,Sabah,2024-01-01,2024,1,January,January 2024,01,Food and non-alcoholic beverages,1.2,0.4,15,Lowest state
Sabah,Sabah,2024-02-01,2024,2,February,February 2024,01,Food and non-alcoholic beverages,1.2,0.3,11,Other states
Sabah,Sabah,2024-03-01,2024,3,March,March 2024,01,Food and non-alcoholic beverages,1.0,-0.1,10,Other states
Sabah,Sabah,2024-04-01,2024,4,April,April 2024,01,Food and non-alcoholic beverages,1.6,0.4,7,Other states
Sabah,Sabah,2024-05-01,2024,5,May,May 2024,01,Food and non-alcoholic beverages,1.5,0.0,9,Other states
Sabah,Sabah,2024-06-01,2024,6,June,June 2024,01,Food and non-alcoholic beverages,1.8,0.1,8,Other states
Sabah,Sabah,2024-07-01,2024,7,July,July 2024,01,Food and non-alcoholic beverages,1.7,0.3,4,Other states
Sabah,Sabah,2024-08-01,2024,8,August,August 2024,01,Food and non-alcoholic beverages,1.4,0.0,7,Other states
Sabah,Sabah,2024-09-01,2024,9,September,September 2024,01,Food and non-alcoholic beverages,1.3,0.2,8,Other states
Sabah,Sabah,2024-10-01,2024,10,October,October 2024,01,Food and non-alcoholic beverages,1.6,0.3,10,Other states
Sabah,Sabah,2024-11-01,2024,11,November,November 2024,01,Food and non-alcoholic beverages,2.2,0.1,8,Other states
Sabah,Sabah,2024-12-01,2024,12,December,December 2024,01,Food and non-alcoholic beverages,2.3,0.1,9,Other states
Sabah,Sabah,2025-01-01,2025,1,January,January 2025,01,Food and non-alcoholic beverages,2.2,0.4,8,Other states
Sabah,Sabah,2025-02-01,2025,2,February,February 2025,01,Food and non-alcoholic beverages,2.6,0.7,7,Other states
Sabah,Sabah,2025-03-01,2025,3,March,March 2025,01,Food and non-alcoholic beverages,2.9,0.2,5,Other states
Sabah,Sabah,2025-04-01,2025,4,April,April 2025,01,Food and non-alcoholic beverages,2.7,0.2,6,Other states
Sabah,Sabah,2025-05-01,2025,5,May,May 2025,01,Food and non-alcoholic beverages,2.1,-0.6,9,Other states
Sabah,Sabah,2025-06-01,2025,6,June,June 2025,01,Food and non-alcoholic beverages,1.9,-0.1,9,Other states
Sabah,Sabah,2025-07-01,2025,7,July,July 2025,01,Food and non-alcoholic beverages,1.7,0.1,10,Other states
Sabah,Sabah,2025-08-01,2025,8,August,August 2025,01,Food and non-alcoholic beverages,1.7,0.0,10,Other states
Sabah,Sabah,2025-09-01,2025,9,September,September 2025,01,Food and non-alcoholic beverages,1.9,0.4,11,Other states
Sabah,Sabah,2025-10-01,2025,10,October,October 2025,01,Food and non-alcoholic beverages,1.4,-0.1,10,Other states
Sabah,Sabah,2025-11-01,2025,11,November,November 2025,01,Food and non-alcoholic beverages,1.2,-0.2,10,Other states
Sabah,Sabah,2025-12-01,2025,12,December,December 2025,01,Food and non-alcoholic beverages,1.1,0.1,12,Other states
Sabah,Sabah,2026-01-01,2026,1,January,January 2026,01,Food and non-alcoholic beverages,0.7,0.0,15,Other states
Sabah,Sabah,2026-02-01,2026,2,February,February 2026,01,Food and non-alcoholic beverages,0.4,0.4,15,Other states
Sabah,Sabah,2026-03-01,2026,3,March,March 2026,01,Food and non-alcoholic beverages,0.4,0.2,13,Other states
Sarawak,Sarawak,2011-01-01,2011,1,January,January 2011,01,Food and non-alcoholic beverages,3.1,0.8,12,Other states
Sarawak,Sarawak,2011-02-01,2011,2,February,February 2011,01,Food and non-alcoholic beverages,3.4,0.9,14,Other states
Sarawak,Sarawak,2011-03-01,2011,3,March,March 2011,01,Food and non-alcoholic beverages,3.3,-0.1,14,Other states
Sarawak,Sarawak,2011-04-01,2011,4,April,April 2011,01,Food and non-alcoholic beverages,3.3,-0.1,15,Other states
Sarawak,Sarawak,2011-05-01,2011,5,May,May 2011,01,Food and non-alcoholic beverages,3.1,0.0,15,Other states
Sarawak,Sarawak,2011-06-01,2011,6,June,June 2011,01,Food and non-alcoholic beverages,3.1,0.2,14,Other states
Sarawak,Sarawak,2011-07-01,2011,7,July,July 2011,01,Food and non-alcoholic beverages,3.2,0.1,15,Other states
Sarawak,Sarawak,2011-08-01,2011,8,August,August 2011,01,Food and non-alcoholic beverages,3.0,0.0,15,Other states
Sarawak,Sarawak,2011-09-01,2011,9,September,September 2011,01,Food and non-alcoholic beverages,3.1,0.2,15,Other states
Sarawak,Sarawak,2011-10-01,2011,10,October,October 2011,01,Food and non-alcoholic beverages,3.6,0.8,16,Lowest state
Sarawak,Sarawak,2011-11-01,2011,11,November,November 2011,01,Food and non-alcoholic beverages,3.9,0.5,15,Other states
Sarawak,Sarawak,2011-12-01,2011,12,December,December 2011,01,Food and non-alcoholic beverages,3.6,0.3,15,Other states
Sarawak,Sarawak,2012-01-01,2012,1,January,January 2012,01,Food and non-alcoholic beverages,3.6,0.9,13,Other states
Sarawak,Sarawak,2012-02-01,2012,2,February,February 2012,01,Food and non-alcoholic beverages,2.6,-0.1,11,Other states
Sarawak,Sarawak,2012-03-01,2012,3,March,March 2012,01,Food and non-alcoholic beverages,3.2,0.5,6,Other states
Sarawak,Sarawak,2012-04-01,2012,4,April,April 2012,01,Food and non-alcoholic beverages,3.2,-0.1,3,Other states
Sarawak,Sarawak,2012-05-01,2012,5,May,May 2012,01,Food and non-alcoholic beverages,3.1,-0.1,7,Other states
Sarawak,Sarawak,2012-06-01,2012,6,June,June 2012,01,Food and non-alcoholic beverages,3.3,0.4,6,Other states
Sarawak,Sarawak,2012-07-01,2012,7,July,July 2012,01,Food and non-alcoholic beverages,3.9,0.7,2,Other states
Sarawak,Sarawak,2012-08-01,2012,8,August,August 2012,01,Food and non-alcoholic beverages,3.9,0.0,2,Other states
Sarawak,Sarawak,2012-09-01,2012,9,September,September 2012,01,Food and non-alcoholic beverages,4.0,0.3,2,Other states
Sarawak,Sarawak,2012-10-01,2012,10,October,October 2012,01,Food and non-alcoholic beverages,3.6,0.4,2,Other states
Sarawak,Sarawak,2012-11-01,2012,11,November,November 2012,01,Food and non-alcoholic beverages,3.2,0.1,2,Other states
Sarawak,Sarawak,2012-12-01,2012,12,December,December 2012,01,Food and non-alcoholic beverages,2.6,-0.3,4,Other states
Sarawak,Sarawak,2013-01-01,2013,1,January,January 2013,01,Food and non-alcoholic beverages,2.4,0.7,7,Other states
Sarawak,Sarawak,2013-02-01,2013,2,February,February 2013,01,Food and non-alcoholic beverages,2.8,0.4,10,Other states
Sarawak,Sarawak,2013-03-01,2013,3,March,March 2013,01,Food and non-alcoholic beverages,2.7,0.4,10,Other states
Sarawak,Sarawak,2013-04-01,2013,4,April,April 2013,01,Food and non-alcoholic beverages,2.7,-0.1,14,Other states
Sarawak,Sarawak,2013-05-01,2013,5,May,May 2013,01,Food and non-alcoholic beverages,2.9,0.1,10,Other states
Sarawak,Sarawak,2013-06-01,2013,6,June,June 2013,01,Food and non-alcoholic beverages,2.6,0.1,14,Other states
Sarawak,Sarawak,2013-07-01,2013,7,July,July 2013,01,Food and non-alcoholic beverages,2.6,0.6,14,Other states
Sarawak,Sarawak,2013-08-01,2013,8,August,August 2013,01,Food and non-alcoholic beverages,3.1,0.5,12,Other states
Sarawak,Sarawak,2013-09-01,2013,9,September,September 2013,01,Food and non-alcoholic beverages,3.2,0.4,14,Other states
Sarawak,Sarawak,2013-10-01,2013,10,October,October 2013,01,Food and non-alcoholic beverages,3.0,0.2,14,Other states
Sarawak,Sarawak,2013-11-01,2013,11,November,November 2013,01,Food and non-alcoholic beverages,3.7,0.8,10,Other states
Sarawak,Sarawak,2013-12-01,2013,12,December,December 2013,01,Food and non-alcoholic beverages,4.2,0.2,10,Other states
Sarawak,Sarawak,2014-01-01,2014,1,January,January 2014,01,Food and non-alcoholic beverages,5.4,1.9,2,Other states
Sarawak,Sarawak,2014-02-01,2014,2,February,February 2014,01,Food and non-alcoholic beverages,4.8,-0.3,3,Other states
Sarawak,Sarawak,2014-03-01,2014,3,March,March 2014,01,Food and non-alcoholic beverages,4.2,-0.2,8,Other states
Sarawak,Sarawak,2014-04-01,2014,4,April,April 2014,01,Food and non-alcoholic beverages,4.4,0.1,4,Other states
Sarawak,Sarawak,2014-05-01,2014,5,May,May 2014,01,Food and non-alcoholic beverages,3.7,-0.6,6,Other states
Sarawak,Sarawak,2014-06-01,2014,6,June,June 2014,01,Food and non-alcoholic beverages,3.8,0.3,5,Other states
Sarawak,Sarawak,2014-07-01,2014,7,July,July 2014,01,Food and non-alcoholic beverages,3.2,0.0,8,Other states
Sarawak,Sarawak,2014-08-01,2014,8,August,August 2014,01,Food and non-alcoholic beverages,3.1,0.4,10,Other states
Sarawak,Sarawak,2014-09-01,2014,9,September,September 2014,01,Food and non-alcoholic beverages,3.1,0.4,9,Other states
Sarawak,Sarawak,2014-10-01,2014,10,October,October 2014,01,Food and non-alcoholic beverages,2.5,-0.4,12,Other states
Sarawak,Sarawak,2014-11-01,2014,11,November,November 2014,01,Food and non-alcoholic beverages,2.0,0.3,12,Other states
Sarawak,Sarawak,2014-12-01,2014,12,December,December 2014,01,Food and non-alcoholic beverages,2.1,0.3,9,Other states
Sarawak,Sarawak,2015-01-01,2015,1,January,January 2015,01,Food and non-alcoholic beverages,1.1,0.9,14,Other states
Sarawak,Sarawak,2015-02-01,2015,2,February,February 2015,01,Food and non-alcoholic beverages,2.4,1.0,9,Other states
Sarawak,Sarawak,2015-03-01,2015,3,March,March 2015,01,Food and non-alcoholic beverages,2.0,-0.5,10,Other states
Sarawak,Sarawak,2015-04-01,2015,4,April,April 2015,01,Food and non-alcoholic beverages,2.7,0.8,9,Other states
Sarawak,Sarawak,2015-05-01,2015,5,May,May 2015,01,Food and non-alcoholic beverages,3.4,0.1,9,Other states
Sarawak,Sarawak,2015-06-01,2015,6,June,June 2015,01,Food and non-alcoholic beverages,3.4,0.2,7,Other states
Sarawak,Sarawak,2015-07-01,2015,7,July,July 2015,01,Food and non-alcoholic beverages,4.1,0.7,6,Other states
Sarawak,Sarawak,2015-08-01,2015,8,August,August 2015,01,Food and non-alcoholic beverages,4.3,0.6,7,Other states
Sarawak,Sarawak,2015-09-01,2015,9,September,September 2015,01,Food and non-alcoholic beverages,4.0,0.1,9,Other states
Sarawak,Sarawak,2015-10-01,2015,10,October,October 2015,01,Food and non-alcoholic beverages,4.6,0.2,8,Other states
Sarawak,Sarawak,2015-11-01,2015,11,November,November 2015,01,Food and non-alcoholic beverages,4.5,0.2,6,Other states
Sarawak,Sarawak,2015-12-01,2015,12,December,December 2015,01,Food and non-alcoholic beverages,4.6,0.4,9,Other states
Sarawak,Sarawak,2016-01-01,2016,1,January,January 2016,01,Food and non-alcoholic beverages,4.3,0.6,5,Other states
Sarawak,Sarawak,2016-02-01,2016,2,February,February 2016,01,Food and non-alcoholic beverages,3.5,0.2,14,Other states
Sarawak,Sarawak,2016-03-01,2016,3,March,March 2016,01,Food and non-alcoholic beverages,4.4,0.3,10,Other states
Sarawak,Sarawak,2016-04-01,2016,4,April,April 2016,01,Food and non-alcoholic beverages,3.8,0.2,10,Other states
Sarawak,Sarawak,2016-05-01,2016,5,May,May 2016,01,Food and non-alcoholic beverages,3.7,0.0,10,Other states
Sarawak,Sarawak,2016-06-01,2016,6,June,June 2016,01,Food and non-alcoholic beverages,3.4,-0.1,14,Other states
Sarawak,Sarawak,2016-07-01,2016,7,July,July 2016,01,Food and non-alcoholic beverages,2.6,-0.1,14,Other states
Sarawak,Sarawak,2016-08-01,2016,8,August,August 2016,01,Food and non-alcoholic beverages,2.3,0.2,14,Other states
Sarawak,Sarawak,2016-09-01,2016,9,September,September 2016,01,Food and non-alcoholic beverages,2.3,0.1,13,Other states
Sarawak,Sarawak,2016-10-01,2016,10,October,October 2016,01,Food and non-alcoholic beverages,2.1,0.0,10,Other states
Sarawak,Sarawak,2016-11-01,2016,11,November,November 2016,01,Food and non-alcoholic beverages,2.3,0.3,15,Other states
