state,state_display,date,year,month_number,month,date_number,division,division_name,food_consumer_price_index
Sarawak,Sarawak,2010-04-01,2010,4,April,201004,01,Food and non-alcoholic beverages,99.5
Sarawak,Sarawak,2010-05-01,2010,5,May,201005,01,Food and non-alcoholic beverages,99.7
Sarawak,Sarawak,2010-06-01,2010,6,June,201006,01,Food and non-alcoholic beverages,99.9
Sarawak,Sarawak,2010-07-01,2010,7,July,201007,01,Food and non-alcoholic beverages,99.9
Sarawak,Sarawak,2010-08-01,2010,8,August,201008,01,Food and non-alcoholic beverages,100.1
Sarawak,Sarawak,2010-09-01,2010,9,September,201009,01,Food and non-alcoholic beverages,100.2
Sarawak,Sarawak,2010-10-01,2010,10,October,201010,01,Food and non-alcoholic beverages,100.5
Sarawak,Sarawak,2010-11-01,2010,11,November,201011,01,Food and non-alcoholic beverages,100.7
Sarawak,Sarawak,2010-12-01,2010,12,December,201012,01,Food and non-alcoholic beverages,101.3
Sarawak,Sarawak,2011-01-01,2011,1,January,201101,01,Food and non-alcoholic beverages,102.1
Sarawak,Sarawak,2011-02-01,2011,2,February,201102,01,Food and non-alcoholic beverages,103.0
Sarawak,Sarawak,2011-03-01,2011,3,March,201103,01,Food and non-alcoholic beverages,102.9
Sarawak,Sarawak,2011-04-01,2011,4,April,201104,01,Food and non-alcoholic beverages,102.8
Sarawak,Sarawak,2011-05-01,2011,5,May,201105,01,Food and non-alcoholic beverages,102.8
Sarawak,Sarawak,2011-06-01,2011,6,June,201106,01,Food and non-alcoholic beverages,103.0
Sarawak,Sarawak,2011-07-01,2011,7,July,201107,01,Food and non-alcoholic beverages,103.1
Sarawak,Sarawak,2011-08-01,2011,8,August,201108,01,Food and non-alcoholic beverages,103.1
Sarawak,Sarawak,2011-09-01,2011,9,September,201109,01,Food and non-alcoholic beverages,103.3
Sarawak,Sarawak,2011-10-01,2011,10,October,201110,01,Food and non-alcoholic beverages,104.1
Sarawak,Sarawak,2011-11-01,2011,11,November,201111,01,Food and non-alcoholic beverages,104.6
Sarawak,Sarawak,2011-12-01,2011,12,December,201112,01,Food and non-alcoholic beverages,104.9
Sarawak,Sarawak,2012-01-01,2012,1,January,201201,01,Food and non-alcoholic beverages,105.8
Sarawak,Sarawak,2012-02-01,2012,2,February,201202,01,Food and non-alcoholic beverages,105.7
Sarawak,Sarawak,2012-03-01,2012,3,March,201203,01,Food and non-alcoholic beverages,106.2
Sarawak,Sarawak,2012-04-01,2012,4,April,201204,01,Food and non-alcoholic beverages,106.1
Sarawak,Sarawak,2012-05-01,2012,5,May,201205,01,Food and non-alcoholic beverages,106.0
Sarawak,Sarawak,2012-06-01,2012,6,June,201206,01,Food and non-alcoholic beverages,106.4
Sarawak,Sarawak,2012-07-01,2012,7,July,201207,01,Food and non-alcoholic beverages,107.1
Sarawak,Sarawak,2012-08-01,2012,8,August,201208,01,Food and non-alcoholic beverages,107.1
Sarawak,Sarawak,2012-09-01,2012,9,September,201209,01,Food and non-alcoholic beverages,107.4
Sarawak,Sarawak,2012-10-01,2012,10,October,201210,01,Food and non-alcoholic beverages,107.8
Sarawak,Sarawak,2012-11-01,2012,11,November,201211,01,Food and non-alcoholic beverages,107.9
Sarawak,Sarawak,2012-12-01,2012,12,December,201212,01,Food and non-alcoholic beverages,107.6
Sarawak,Sarawak,2013-01-01,2013,1,January,201301,01,Food and non-alcoholic beverages,108.3
Sarawak,Sarawak,2013-02-01,2013,2,February,201302,01,Food and non-alcoholic beverages,108.7
Sarawak,Sarawak,2013-03-01,2013,3,March,201303,01,Food and non-alcoholic beverages,109.1
Sarawak,Sarawak,2013-04-01,2013,4,April,201304,01,Food and non-alcoholic beverages,109.0
Sarawak,Sarawak,2013-05-01,2013,5,May,201305,01,Food and non-alcoholic beverages,109.1
Sarawak,Sarawak,2013-06-01,2013,6,June,201306,01,Food and non-alcoholic beverages,109.2
Sarawak,Sarawak,2013-07-01,2013,7,July,201307,01,Food and non-alcoholic beverages,109.9
Sarawak,Sarawak,2013-08-01,2013,8,August,201308,01,Food and non-alcoholic beverages,110.4
Sarawak,Sarawak,2013-09-01,2013,9,September,201309,01,Food and non-alcoholic beverages,110.8
Sarawak,Sarawak,2013-10-01,2013,10,October,201310,01,Food and non-alcoholic beverages,111.0
Sarawak,Sarawak,2013-11-01,2013,11,November,201311,01,Food and non-alcoholic beverages,111.9
Sarawak,Sarawak,2013-12-01,2013,12,December,201312,01,Food and non-alcoholic beverages,112.1
Sarawak,Sarawak,2014-01-01,2014,1,January,201401,01,Food and non-alcoholic beverages,114.2
Sarawak,Sarawak,2014-02-01,2014,2,February,201402,01,Food and non-alcoholic beverages,113.9
Sarawak,Sarawak,2014-03-01,2014,3,March,201403,01,Food and non-alcoholic beverages,113.7
Sarawak,Sarawak,2014-04-01,2014,4,April,201404,01,Food and non-alcoholic beverages,113.8
Sarawak,Sarawak,2014-05-01,2014,5,May,201405,01,Food and non-alcoholic beverages,113.1
Sarawak,Sarawak,2014-06-01,2014,6,June,201406,01,Food and non-alcoholic beverages,113.4
Sarawak,Sarawak,2014-07-01,2014,7,July,201407,01,Food and non-alcoholic beverages,113.4
Sarawak,Sarawak,2014-08-01,2014,8,August,201408,01,Food and non-alcoholic beverages,113.8
Sarawak,Sarawak,2014-09-01,2014,9,September,201409,01,Food and non-alcoholic beverages,114.2
Sarawak,Sarawak,2014-10-01,2014,10,October,201410,01,Food and non-alcoholic beverages,113.8
Sarawak,Sarawak,2014-11-01,2014,11,November,201411,01,Food and non-alcoholic beverages,114.1
Sarawak,Sarawak,2014-12-01,2014,12,December,201412,01,Food and non-alcoholic beverages,114.4
Sarawak,Sarawak,2015-01-01,2015,1,January,201501,01,Food and non-alcoholic beverages,115.4
Sarawak,Sarawak,2015-02-01,2015,2,February,201502,01,Food and non-alcoholic beverages,116.6
Sarawak,Sarawak,2015-03-01,2015,3,March,201503,01,Food and non-alcoholic beverages,116.0
Sarawak,Sarawak,2015-04-01,2015,4,April,201504,01,Food and non-alcoholic beverages,116.9
Sarawak,Sarawak,2015-05-01,2015,5,May,201505,01,Food and non-alcoholic beverages,117.0
Sarawak,Sarawak,2015-06-01,2015,6,June,201506,01,Food and non-alcoholic beverages,117.2
Sarawak,Sarawak,2015-07-01,2015,7,July,201507,01,Food and non-alcoholic beverages,118.0
Sarawak,Sarawak,2015-08-01,2015,8,August,201508,01,Food and non-alcoholic beverages,118.7
Sarawak,Sarawak,2015-09-01,2015,9,September,201509,01,Food and non-alcoholic beverages,118.8
Sarawak,Sarawak,2015-10-01,2015,10,October,201510,01,Food and non-alcoholic beverages,119.0
Sarawak,Sarawak,2015-11-01,2015,11,November,201511,01,Food and non-alcoholic beverages,119.2
Sarawak,Sarawak,2015-12-01,2015,12,December,201512,01,Food and non-alcoholic beverages,119.7
Sarawak,Sarawak,2016-01-01,2016,1,January,201601,01,Food and non-alcoholic beverages,120.4
Sarawak,Sarawak,2016-02-01,2016,2,February,201602,01,Food and non-alcoholic beverages,120.7
Sarawak,Sarawak,2016-03-01,2016,3,March,201603,01,Food and non-alcoholic beverages,121.1
Sarawak,Sarawak,2016-04-01,2016,4,April,201604,01,Food and non-alcoholic beverages,121.3
Sarawak,Sarawak,2016-05-01,2016,5,May,201605,01,Food and non-alcoholic beverages,121.3
Sarawak,Sarawak,2016-06-01,2016,6,June,201606,01,Food and non-alcoholic beverages,121.2
Sarawak,Sarawak,2016-07-01,2016,7,July,201607,01,Food and non-alcoholic beverages,121.1
Sarawak,Sarawak,2016-08-01,2016,8,August,201608,01,Food and non-alcoholic beverages,121.4
Sarawak,Sarawak,2016-09-01,2016,9,September,201609,01,Food and non-alcoholic beverages,121.5
Sarawak,Sarawak,2016-10-01,2016,10,October,201610,01,Food and non-alcoholic beverages,121.5
Sarawak,Sarawak,2016-11-01,2016,11,November,201611,01,Food and non-alcoholic beverages,121.9
Sarawak,Sarawak,2016-12-01,2016,12,December,201612,01,Food and non-alcoholic beverages,122.1
Sarawak,Sarawak,2017-01-01,2017,1,January,201701,01,Food and non-alcoholic beverages,122.5
Sarawak,Sarawak,2017-02-01,2017,2,February,201702,01,Food and non-alcoholic beverages,122.9
Sarawak,Sarawak,2017-03-01,2017,3,March,201703,01,Food and non-alcoholic beverages,123.5
Sarawak,Sarawak,2017-04-01,2017,4,April,201704,01,Food and non-alcoholic beverages,123.7
Sarawak,Sarawak,2017-05-01,2017,5,May,201705,01,Food and non-alcoholic beverages,124.0
Sarawak,Sarawak,2017-06-01,2017,6,June,201706,01,Food and non-alcoholic beverages,124.3
Sarawak,Sarawak,2017-07-01,2017,7,July,201707,01,Food and non-alcoholic beverages,124.5
Sarawak,Sarawak,2017-08-01,2017,8,August,201708,01,Food and non-alcoholic beverages,124.8
Sarawak,Sarawak,2017-09-01,2017,9,September,201709,01,Food and non-alcoholic beverages,125.3
Sarawak,Sarawak,2017-10-01,2017,10,October,201710,01,Food and non-alcoholic beverages,125.3
Sarawak,Sarawak,2017-11-01,2017,11,November,201711,01,Food and non-alcoholic beverages,125.6
Sarawak,Sarawak,2017-12-01,2017,12,December,201712,01,Food and non-alcoholic beverages,126.0
Sarawak,Sarawak,2018-01-01,2018,1,January,201801,01,Food and non-alcoholic beverages,126.4
Sarawak,Sarawak,2018-02-01,2018,2,February,201802,01,Food and non-alcoholic beverages,126.7
Sarawak,Sarawak,2018-03-01,2018,3,March,201803,01,Food and non-alcoholic beverages,127.0
Sarawak,Sarawak,2018-04-01,2018,4,April,201804,01,Food and non-alcoholic beverages,126.8
Sarawak,Sarawak,2018-05-01,2018,5,May,201805,01,Food and non-alcoholic beverages,126.8
Sarawak,Sarawak,2018-06-01,2018,6,June,201806,01,Food and non-alcoholic beverages,125.3
Sarawak,Sarawak,2018-07-01,2018,7,July,201807,01,Food and non-alcoholic beverages,125.6
Sarawak,Sarawak,2018-08-01,2018,8,August,201808,01,Food and non-alcoholic beverages,125.7
Sarawak,Sarawak,2018-09-01,2018,9,September,201809,01,Food and non-alcoholic beverages,126.3
Sarawak,Sarawak,2018-10-01,2018,10,October,201810,01,Food and non-alcoholic beverages,126.5
Sarawak,Sarawak,2018-11-01,2018,11,November,201811,01,Food and non-alcoholic beverages,126.7
Sarawak,Sarawak,2018-12-01,2018,12,December,201812,01,Food and non-alcoholic beverages,126.8
Sarawak,Sarawak,2019-01-01,2019,1,January,201901,01,Food and non-alcoholic beverages,127.2
Sarawak,Sarawak,2019-02-01,2019,2,February,201902,01,Food and non-alcoholic beverages,127.5
Sarawak,Sarawak,2019-03-01,2019,3,March,201903,01,Food and non-alcoholic beverages,127.7
Sarawak,Sarawak,2019-04-01,2019,4,April,201904,01,Food and non-alcoholic beverages,127.7
Sarawak,Sarawak,2019-05-01,2019,5,May,201905,01,Food and non-alcoholic beverages,127.8
Sarawak,Sarawak,2019-06-01,2019,6,June,201906,01,Food and non-alcoholic beverages,127.7
Sarawak,Sarawak,2019-07-01,2019,7,July,201907,01,Food and non-alcoholic beverages,127.7
Sarawak,Sarawak,2019-08-01,2019,8,August,201908,01,Food and non-alcoholic beverages,127.7
Sarawak,Sarawak,2019-09-01,2019,9,September,201909,01,Food and non-alcoholic beverages,127.8
Sarawak,Sarawak,2019-10-01,2019,10,October,201910,01,Food and non-alcoholic beverages,127.8
Sarawak,Sarawak,2019-11-01,2019,11,November,201911,01,Food and non-alcoholic beverages,127.9
Sarawak,Sarawak,2019-12-01,2019,12,December,201912,01,Food and non-alcoholic beverages,128.0
Sarawak,Sarawak,2020-01-01,2020,1,January,202001,01,Food and non-alcoholic beverages,128.4
Sarawak,Sarawak,2020-02-01,2020,2,February,202002,01,Food and non-alcoholic beverages,128.5
Sarawak,Sarawak,2020-03-01,2020,3,March,202003,01,Food and non-alcoholic beverages,128.5
Sarawak,Sarawak,2020-04-01,2020,4,April,202004,01,Food and non-alcoholic beverages,128.3
Sarawak,Sarawak,2020-05-01,2020,5,May,202005,01,Food and non-alcoholic beverages,128.3
Sarawak,Sarawak,2020-06-01,2020,6,June,202006,01,Food and non-alcoholic beverages,128.3
Sarawak,Sarawak,2020-07-01,2020,7,July,202007,01,Food and non-alcoholic beverages,128.4
Sarawak,Sarawak,2020-08-01,2020,8,August,202008,01,Food and non-alcoholic beverages,128.4
Sarawak,Sarawak,2020-09-01,2020,9,September,202009,01,Food and non-alcoholic beverages,128.4
Sarawak,Sarawak,2020-10-01,2020,10,October,202010,01,Food and non-alcoholic beverages,128.7
Sarawak,Sarawak,2020-11-01,2020,11,November,202011,01,Food and non-alcoholic beverages,128.9
Sarawak,Sarawak,2020-12-01,2020,12,December,202012,01,Food and non-alcoholic beverages,129.2
Sarawak,Sarawak,2021-01-01,2021,1,January,202101,01,Food and non-alcoholic beverages,129.4
Sarawak,Sarawak,2021-02-01,2021,2,February,202102,01,Food and non-alcoholic beverages,129.7
Sarawak,Sarawak,2021-03-01,2021,3,March,202103,01,Food and non-alcoholic beverages,129.8
Sarawak,Sarawak,2021-04-01,2021,4,April,202104,01,Food and non-alcoholic beverages,129.6
Sarawak,Sarawak,2021-05-01,2021,5,May,202105,01,Food and non-alcoholic beverages,129.5
Sarawak,Sarawak,2021-06-01,2021,6,June,202106,01,Food and non-alcoholic beverages,129.6
Sarawak,Sarawak,2021-07-01,2021,7,July,202107,01,Food and non-alcoholic beverages,129.7
Sarawak,Sarawak,2021-08-01,2021,8,August,202108,01,Food and non-alcoholic beverages,129.8
Sarawak,Sarawak,2021-09-01,2021,9,September,202109,01,Food and non-alcoholic beverages,130.0
Sarawak,Sarawak,2021-10-01,2021,10,October,202110,01,Food and non-alcoholic beverages,130.2
Sarawak,Sarawak,2021-11-01,2021,11,November,202111,01,Food and non-alcoholic beverages,130.5
Sarawak,Sarawak,2021-12-01,2021,12,December,202112,01,Food and non-alcoholic beverages,131.4
Sarawak,Sarawak,2022-01-01,2022,1,January,202201,01,Food and non-alcoholic beverages,132.2
Sarawak,Sarawak,2022-02-01,2022,2,February,202202,01,Food and non-alcoholic beverages,133.2
Sarawak,Sarawak,2022-03-01,2022,3,March,202203,01,Food and non-alcoholic beverages,133.6
Sarawak,Sarawak,2022-04-01,2022,4,April,202204,01,Food and non-alcoholic beverages,133.8
Sarawak,Sarawak,2022-05-01,2022,5,May,202205,01,Food and non-alcoholic beverages,134.7
Sarawak,Sarawak,2022-06-01,2022,6,June,202206,01,Food and non-alcoholic beverages,136.7
Sarawak,Sarawak,2022-07-01,2022,7,July,202207,01,Food and non-alcoholic beverages,138.1
Sarawak,Sarawak,2022-08-01,2022,8,August,202208,01,Food and non-alcoholic beverages,138.9
Sarawak,Sarawak,2022-09-01,2022,9,September,202209,01,Food and non-alcoholic beverages,139.4
Sarawak,Sarawak,2022-10-01,2022,10,October,202210,01,Food and non-alcoholic beverages,140.3
Sarawak,Sarawak,2022-11-01,2022,11,November,202211,01,Food and non-alcoholic beverages,141.6
Sarawak,Sarawak,2022-12-01,2022,12,December,202212,01,Food and non-alcoholic beverages,142.5
Sarawak,Sarawak,2023-01-01,2023,1,January,202301,01,Food and non-alcoholic beverages,143.3
Sarawak,Sarawak,2023-02-01,2023,2,February,202302,01,Food and non-alcoholic beverages,144.0
Sarawak,Sarawak,2023-03-01,2023,3,March,202303,01,Food and non-alcoholic beverages,144.5
Sarawak,Sarawak,2023-04-01,2023,4,April,202304,01,Food and non-alcoholic beverages,144.5
Sarawak,Sarawak,2023-05-01,2023,5,May,202305,01,Food and non-alcoholic beverages,145.0
Sarawak,Sarawak,2023-06-01,2023,6,June,202306,01,Food and non-alcoholic beverages,145.4
Sarawak,Sarawak,2023-07-01,2023,7,July,202307,01,Food and non-alcoholic beverages,145.7
Sarawak,Sarawak,2023-08-01,2023,8,August,202308,01,Food and non-alcoholic beverages,145.9
Sarawak,Sarawak,2023-09-01,2023,9,September,202309,01,Food and non-alcoholic beverages,146.7
Sarawak,Sarawak,2023-10-01,2023,10,October,202310,01,Food and non-alcoholic beverages,147.1
Sarawak,Sarawak,2023-11-01,2023,11,November,202311,01,Food and non-alcoholic beverages,146.7
Sarawak,Sarawak,2023-12-01,2023,12,December,202312,01,Food and non-alcoholic beverages,146.7
Sarawak,Sarawak,2024-01-01,2024,1,January,202401,01,Food and non-alcoholic beverages,147.1
Sarawak,Sarawak,2024-02-01,2024,2,February,202402,01,Food and non-alcoholic beverages,147.2
Sarawak,Sarawak,2024-03-01,2024,3,March,202403,01,Food and non-alcoholic beverages,147.5
Sarawak,Sarawak,2024-04-01,2024,4,April,202404,01,Food and non-alcoholic beverages,147.6
Sarawak,Sarawak,2024-05-01,2024,5,May,202405,01,Food and non-alcoholic beverages,147.8
Sarawak,Sarawak,2024-06-01,2024,6,June,202406,01,Food and non-alcoholic beverages,148.2
Sarawak,Sarawak,2024-07-01,2024,7,July,202407,01,Food and non-alcoholic beverages,148.5
Sarawak,Sarawak,2024-08-01,2024,8,August,202408,01,Food and non-alcoholic beverages,148.8
Sarawak,Sarawak,2024-09-01,2024,9,September,202409,01,Food and non-alcoholic beverages,149.0
Sarawak,Sarawak,2024-10-01,2024,10,October,202410,01,Food and non-alcoholic beverages,148.8
Sarawak,Sarawak,2024-11-01,2024,11,November,202411,01,Food and non-alcoholic beverages,148.9
Sarawak,Sarawak,2024-12-01,2024,12,December,202412,01,Food and non-alcoholic beverages,149.0
Sarawak,Sarawak,2025-01-01,2025,1,January,202501,01,Food and non-alcoholic beverages,148.9
Sarawak,Sarawak,2025-02-01,2025,2,February,202502,01,Food and non-alcoholic beverages,149.6
Sarawak,Sarawak,2025-03-01,2025,3,March,202503,01,Food and non-alcoholic beverages,150.0
Sarawak,Sarawak,2025-04-01,2025,4,April,202504,01,Food and non-alcoholic beverages,149.8
Sarawak,Sarawak,2025-05-01,2025,5,May,202505,01,Food and non-alcoholic beverages,149.7
Sarawak,Sarawak,2025-06-01,2025,6,June,202506,01,Food and non-alcoholic beverages,149.7
Sarawak,Sarawak,2025-07-01,2025,7,July,202507,01,Food and non-alcoholic beverages,149.6
Sarawak,Sarawak,2025-08-01,2025,8,August,202508,01,Food and non-alcoholic beverages,149.6
Sarawak,Sarawak,2025-09-01,2025,9,September,202509,01,Food and non-alcoholic beverages,149.8
Sarawak,Sarawak,2025-10-01,2025,10,October,202510,01,Food and non-alcoholic beverages,150.1
Sarawak,Sarawak,2025-11-01,2025,11,November,202511,01,Food and non-alcoholic beverages,150.0
Sarawak,Sarawak,2025-12-01,2025,12,December,202512,01,Food and non-alcoholic beverages,150.2
Sarawak,Sarawak,2026-01-01,2026,1,January,202601,01,Food and non-alcoholic beverages,150.3
Sarawak,Sarawak,2026-02-01,2026,2,February,202602,01,Food and non-alcoholic beverages,150.4
Sarawak,Sarawak,2026-03-01,2026,3,March,202603,01,Food and non-alcoholic beverages,150.4
Selangor,Selangor,2010-01-01,2010,1,January,201001,01,Food and non-alcoholic beverages,98.9
Selangor,Selangor,2010-02-01,2010,2,February,201002,01,Food and non-alcoholic beverages,98.8
Selangor,Selangor,2010-03-01,2010,3,March,201003,01,Food and non-alcoholic beverages,98.9
Selangor,Selangor,2010-04-01,2010,4,April,201004,01,Food and non-alcoholic beverages,99.1
Selangor,Selangor,2010-05-01,2010,5,May,201005,01,Food and non-alcoholic beverages,99.6
Selangor,Selangor,2010-06-01,2010,6,June,201006,01,Food and non-alcoholic beverages,100.2
Selangor,Selangor,2010-07-01,2010,7,July,201007,01,Food and non-alcoholic beverages,100.3
Selangor,Selangor,2010-08-01,2010,8,August,201008,01,Food and non-alcoholic beverages,100.6
Selangor,Selangor,2010-09-01,2010,9,September,201009,01,Food and non-alcoholic beverages,100.7
Selangor,Selangor,2010-10-01,2010,10,October,201010,01,Food and non-alcoholic beverages,100.7
Selangor,Selangor,2010-11-01,2010,11,November,201011,01,Food and non-alcoholic beverages,101.1
Selangor,Selangor,2010-12-01,2010,12,December,201012,01,Food and non-alcoholic beverages,101.1
Selangor,Selangor,2011-01-01,2011,1,January,201101,01,Food and non-alcoholic beverages,102.2
Selangor,Selangor,2011-02-01,2011,2,February,201102,01,Food and non-alcoholic beverages,104.0
Selangor,Selangor,2011-03-01,2011,3,March,201103,01,Food and non-alcoholic beverages,104.1
Selangor,Selangor,2011-04-01,2011,4,April,201104,01,Food and non-alcoholic beverages,104.3
Selangor,Selangor,2011-05-01,2011,5,May,201105,01,Food and non-alcoholic beverages,104.3
Selangor,Selangor,2011-06-01,2011,6,June,201106,01,Food and non-alcoholic beverages,105.2
Selangor,Selangor,2011-07-01,2011,7,July,201107,01,Food and non-alcoholic beverages,105.8
Selangor,Selangor,2011-08-01,2011,8,August,201108,01,Food and non-alcoholic beverages,105.6
Selangor,Selangor,2011-09-01,2011,9,September,201109,01,Food and non-alcoholic beverages,106.1
Selangor,Selangor,2011-10-01,2011,10,October,201110,01,Food and non-alcoholic beverages,106.8
Selangor,Selangor,2011-11-01,2011,11,November,201111,01,Food and non-alcoholic beverages,106.9
Selangor,Selangor,2011-12-01,2011,12,December,201112,01,Food and non-alcoholic beverages,107.0
Selangor,Selangor,2012-01-01,2012,1,January,201201,01,Food and non-alcoholic beverages,107.6
Selangor,Selangor,2012-02-01,2012,2,February,201202,01,Food and non-alcoholic beverages,106.9
Selangor,Selangor,2012-03-01,2012,3,March,201203,01,Food and non-alcoholic beverages,107.0
Selangor,Selangor,2012-04-01,2012,4,April,201204,01,Food and non-alcoholic beverages,106.9
Selangor,Selangor,2012-05-01,2012,5,May,201205,01,Food and non-alcoholic beverages,107.5
Selangor,Selangor,2012-06-01,2012,6,June,201206,01,Food and non-alcoholic beverages,108.1
Selangor,Selangor,2012-07-01,2012,7,July,201207,01,Food and non-alcoholic beverages,108.2
Selangor,Selangor,2012-08-01,2012,8,August,201208,01,Food and non-alcoholic beverages,108.4
Selangor,Selangor,2012-09-01,2012,9,September,201209,01,Food and non-alcoholic beverages,108.6
Selangor,Selangor,2012-10-01,2012,10,October,201210,01,Food and non-alcoholic beverages,109.1
Selangor,Selangor,2012-11-01,2012,11,November,201211,01,Food and non-alcoholic beverages,108.9
Selangor,Selangor,2012-12-01,2012,12,December,201212,01,Food and non-alcoholic beverages,109.2
Selangor,Selangor,2013-01-01,2013,1,January,201301,01,Food and non-alcoholic beverages,110.3
Selangor,Selangor,2013-02-01,2013,2,February,201302,01,Food and non-alcoholic beverages,110.6
Selangor,Selangor,2013-03-01,2013,3,March,201303,01,Food and non-alcoholic beverages,110.8
Selangor,Selangor,2013-04-01,2013,4,April,201304,01,Food and non-alcoholic beverages,111.4
Selangor,Selangor,2013-05-01,2013,5,May,201305,01,Food and non-alcoholic beverages,111.9
Selangor,Selangor,2013-06-01,2013,6,June,201306,01,Food and non-alcoholic beverages,112.2
Selangor,Selangor,2013-07-01,2013,7,July,201307,01,Food and non-alcoholic beverages,113.1
Selangor,Selangor,2013-08-01,2013,8,August,201308,01,Food and non-alcoholic beverages,113.0
Selangor,Selangor,2013-09-01,2013,9,September,201309,01,Food and non-alcoholic beverages,113.4
Selangor,Selangor,2013-10-01,2013,10,October,201310,01,Food and non-alcoholic beverages,113.5
Selangor,Selangor,2013-11-01,2013,11,November,201311,01,Food and non-alcoholic beverages,113.6
Selangor,Selangor,2013-12-01,2013,12,December,201312,01,Food and non-alcoholic beverages,114.4
Selangor,Selangor,2014-01-01,2014,1,January,201401,01,Food and non-alcoholic beverages,115.8
Selangor,Selangor,2014-02-01,2014,2,February,201402,01,Food and non-alcoholic beverages,115.8
Selangor,Selangor,2014-03-01,2014,3,March,201403,01,Food and non-alcoholic beverages,115.8
Selangor,Selangor,2014-04-01,2014,4,April,201404,01,Food and non-alcoholic beverages,115.8
Selangor,Selangor,2014-05-01,2014,5,May,201405,01,Food and non-alcoholic beverages,116.4
Selangor,Selangor,2014-06-01,2014,6,June,201406,01,Food and non-alcoholic beverages,117.1
Selangor,Selangor,2014-07-01,2014,7,July,201407,01,Food and non-alcoholic beverages,117.3
Selangor,Selangor,2014-08-01,2014,8,August,201408,01,Food and non-alcoholic beverages,117.3
Selangor,Selangor,2014-09-01,2014,9,September,201409,01,Food and non-alcoholic beverages,117.7
Selangor,Selangor,2014-10-01,2014,10,October,201410,01,Food and non-alcoholic beverages,117.6
Selangor,Selangor,2014-11-01,2014,11,November,201411,01,Food and non-alcoholic beverages,117.8
Selangor,Selangor,2014-12-01,2014,12,December,201412,01,Food and non-alcoholic beverages,118.0
Selangor,Selangor,2015-01-01,2015,1,January,201501,01,Food and non-alcoholic beverages,119.8
Selangor,Selangor,2015-02-01,2015,2,February,201502,01,Food and non-alcoholic beverages,119.5
Selangor,Selangor,2015-03-01,2015,3,March,201503,01,Food and non-alcoholic beverages,119.1
Selangor,Selangor,2015-04-01,2015,4,April,201504,01,Food and non-alcoholic beverages,120.6
Selangor,Selangor,2015-05-01,2015,5,May,201505,01,Food and non-alcoholic beverages,120.5
Selangor,Selangor,2015-06-01,2015,6,June,201506,01,Food and non-alcoholic beverages,121.3
Selangor,Selangor,2015-07-01,2015,7,July,201507,01,Food and non-alcoholic beverages,122.3
Selangor,Selangor,2015-08-01,2015,8,August,201508,01,Food and non-alcoholic beverages,123.0
Selangor,Selangor,2015-09-01,2015,9,September,201509,01,Food and non-alcoholic beverages,123.3
Selangor,Selangor,2015-10-01,2015,10,October,201510,01,Food and non-alcoholic beverages,123.4
Selangor,Selangor,2015-11-01,2015,11,November,201511,01,Food and non-alcoholic beverages,122.9
Selangor,Selangor,2015-12-01,2015,12,December,201512,01,Food and non-alcoholic beverages,124.1
Selangor,Selangor,2016-01-01,2016,1,January,201601,01,Food and non-alcoholic beverages,124.8
Selangor,Selangor,2016-02-01,2016,2,February,201602,01,Food and non-alcoholic beverages,125.7
Selangor,Selangor,2016-03-01,2016,3,March,201603,01,Food and non-alcoholic beverages,125.3
Selangor,Selangor,2016-04-01,2016,4,April,201604,01,Food and non-alcoholic beverages,125.5
Selangor,Selangor,2016-05-01,2016,5,May,201605,01,Food and non-alcoholic beverages,126.0
Selangor,Selangor,2016-06-01,2016,6,June,201606,01,Food and non-alcoholic beverages,126.7
Selangor,Selangor,2016-07-01,2016,7,July,201607,01,Food and non-alcoholic beverages,127.1
Selangor,Selangor,2016-08-01,2016,8,August,201608,01,Food and non-alcoholic beverages,127.5
Selangor,Selangor,2016-09-01,2016,9,September,201609,01,Food and non-alcoholic beverages,127.2
Selangor,Selangor,2016-10-01,2016,10,October,201610,01,Food and non-alcoholic beverages,126.8
Selangor,Selangor,2016-11-01,2016,11,November,201611,01,Food and non-alcoholic beverages,127.8
Selangor,Selangor,2016-12-01,2016,12,December,201612,01,Food and non-alcoholic beverages,128.8
Selangor,Selangor,2017-01-01,2017,1,January,201701,01,Food and non-alcoholic beverages,129.5
Selangor,Selangor,2017-02-01,2017,2,February,201702,01,Food and non-alcoholic beverages,131.4
Selangor,Selangor,2017-03-01,2017,3,March,201703,01,Food and non-alcoholic beverages,130.6
Selangor,Selangor,2017-04-01,2017,4,April,201704,01,Food and non-alcoholic beverages,130.9
Selangor,Selangor,2017-05-01,2017,5,May,201705,01,Food and non-alcoholic beverages,131.6
Selangor,Selangor,2017-06-01,2017,6,June,201706,01,Food and non-alcoholic beverages,132.1
Selangor,Selangor,2017-07-01,2017,7,July,201707,01,Food and non-alcoholic beverages,132.4
Selangor,Selangor,2017-08-01,2017,8,August,201708,01,Food and non-alcoholic beverages,132.7
Selangor,Selangor,2017-09-01,2017,9,September,201709,01,Food and non-alcoholic beverages,132.6
Selangor,Selangor,2017-10-01,2017,10,October,201710,01,Food and non-alcoholic beverages,132.5
Selangor,Selangor,2017-11-01,2017,11,November,201711,01,Food and non-alcoholic beverages,133.2
Selangor,Selangor,2017-12-01,2017,12,December,201712,01,Food and non-alcoholic beverages,134.2
