state,state_display,date,year,month_number,month,period_id,period_label,date_number,division,division_name,inflation_yoy,inflation_mom
Kedah,Kedah,2018-08-01,2018,8,August,2018-08,August 2018,201808,01,Food and non-alcoholic beverages,-0.5,0.2
Kelantan,Kelantan,2018-08-01,2018,8,August,2018-08,August 2018,201808,01,Food and non-alcoholic beverages,-0.2,-0.1
W.P. Kuala Lumpur,Kuala Lumpur,2018-08-01,2018,8,August,2018-08,August 2018,201808,01,Food and non-alcoholic beverages,2.9,0.0
W.P. Labuan,Labuan,2018-08-01,2018,8,August,2018-08,August 2018,201808,01,Food and non-alcoholic beverages,0.2,0.1
Melaka,Melaka,2018-08-01,2018,8,August,2018-08,August 2018,201808,01,Food and non-alcoholic beverages,0.0,-0.2
Negeri Sembilan,Negeri Sembilan,2018-08-01,2018,8,August,2018-08,August 2018,201808,01,Food and non-alcoholic beverages,0.4,0.2
Pahang,Pahang,2018-08-01,2018,8,August,2018-08,August 2018,201808,01,Food and non-alcoholic beverages,0.1,-0.1
Pulau Pinang,Penang,2018-08-01,2018,8,August,2018-08,August 2018,201808,01,Food and non-alcoholic beverages,0.2,0.2
Perak,Perak,2018-08-01,2018,8,August,2018-08,August 2018,201808,01,Food and non-alcoholic beverages,-0.2,0.0
Perlis,Perlis,2018-08-01,2018,8,August,2018-08,August 2018,201808,01,Food and non-alcoholic beverages,-1.2,0.3
W.P. Putrajaya,Putrajaya,2018-08-01,2018,8,August,2018-08,August 2018,201808,01,Food and non-alcoholic beverages,-0.9,0.3
Sabah,Sabah,2018-08-01,2018,8,August,2018-08,August 2018,201808,01,Food and non-alcoholic beverages,-0.3,0.3
Sarawak,Sarawak,2018-08-01,2018,8,August,2018-08,August 2018,201808,01,Food and non-alcoholic beverages,0.7,0.1
Selangor,Selangor,2018-08-01,2018,8,August,2018-08,August 2018,201808,01,Food and non-alcoholic beverages,0.3,-0.1
Terengganu,Terengganu,2018-08-01,2018,8,August,2018-08,August 2018,201808,01,Food and non-alcoholic beverages,-0.2,-0.3
Johor,Johor,2018-09-01,2018,9,September,2018-09,September 2018,201809,01,Food and non-alcoholic beverages,0.4,-0.1
Kedah,Kedah,2018-09-01,2018,9,September,2018-09,September 2018,201809,01,Food and non-alcoholic beverages,-0.8,-0.2
Kelantan,Kelantan,2018-09-01,2018,9,September,2018-09,September 2018,201809,01,Food and non-alcoholic beverages,-0.1,-0.3
W.P. Kuala Lumpur,Kuala Lumpur,2018-09-01,2018,9,September,2018-09,September 2018,201809,01,Food and non-alcoholic beverages,3.0,0.3
W.P. Labuan,Labuan,2018-09-01,2018,9,September,2018-09,September 2018,201809,01,Food and non-alcoholic beverages,-0.2,-0.1
Melaka,Melaka,2018-09-01,2018,9,September,2018-09,September 2018,201809,01,Food and non-alcoholic beverages,-0.3,0.1
Negeri Sembilan,Negeri Sembilan,2018-09-01,2018,9,September,2018-09,September 2018,201809,01,Food and non-alcoholic beverages,0.7,0.4
Pahang,Pahang,2018-09-01,2018,9,September,2018-09,September 2018,201809,01,Food and non-alcoholic beverages,0.0,-0.4
Pulau Pinang,Penang,2018-09-01,2018,9,September,2018-09,September 2018,201809,01,Food and non-alcoholic beverages,0.4,0.4
Perak,Perak,2018-09-01,2018,9,September,2018-09,September 2018,201809,01,Food and non-alcoholic beverages,-0.2,0.2
Perlis,Perlis,2018-09-01,2018,9,September,2018-09,September 2018,201809,01,Food and non-alcoholic beverages,-1.4,0.4
W.P. Putrajaya,Putrajaya,2018-09-01,2018,9,September,2018-09,September 2018,201809,01,Food and non-alcoholic beverages,-0.7,0.7
Sabah,Sabah,2018-09-01,2018,9,September,2018-09,September 2018,201809,01,Food and non-alcoholic beverages,-0.5,0.2
Sarawak,Sarawak,2018-09-01,2018,9,September,2018-09,September 2018,201809,01,Food and non-alcoholic beverages,0.8,0.5
Selangor,Selangor,2018-09-01,2018,9,September,2018-09,September 2018,201809,01,Food and non-alcoholic beverages,0.7,0.3
Terengganu,Terengganu,2018-09-01,2018,9,September,2018-09,September 2018,201809,01,Food and non-alcoholic beverages,-0.2,-0.5
Johor,Johor,2018-10-01,2018,10,October,2018-10,October 2018,201810,01,Food and non-alcoholic beverages,1.0,0.3
Kedah,Kedah,2018-10-01,2018,10,October,2018-10,October 2018,201810,01,Food and non-alcoholic beverages,0.1,0.5
Kelantan,Kelantan,2018-10-01,2018,10,October,2018-10,October 2018,201810,01,Food and non-alcoholic beverages,0.1,-0.1
W.P. Kuala Lumpur,Kuala Lumpur,2018-10-01,2018,10,October,2018-10,October 2018,201810,01,Food and non-alcoholic beverages,4.5,1.4
W.P. Labuan,Labuan,2018-10-01,2018,10,October,2018-10,October 2018,201810,01,Food and non-alcoholic beverages,0.7,0.6
Melaka,Melaka,2018-10-01,2018,10,October,2018-10,October 2018,201810,01,Food and non-alcoholic beverages,0.8,0.6
Negeri Sembilan,Negeri Sembilan,2018-10-01,2018,10,October,2018-10,October 2018,201810,01,Food and non-alcoholic beverages,1.6,0.4
Pahang,Pahang,2018-10-01,2018,10,October,2018-10,October 2018,201810,01,Food and non-alcoholic beverages,0.9,0.9
Pulau Pinang,Penang,2018-10-01,2018,10,October,2018-10,October 2018,201810,01,Food and non-alcoholic beverages,1.2,0.4
Perak,Perak,2018-10-01,2018,10,October,2018-10,October 2018,201810,01,Food and non-alcoholic beverages,0.3,0.3
Perlis,Perlis,2018-10-01,2018,10,October,2018-10,October 2018,201810,01,Food and non-alcoholic beverages,0.3,0.1
W.P. Putrajaya,Putrajaya,2018-10-01,2018,10,October,2018-10,October 2018,201810,01,Food and non-alcoholic beverages,-0.1,0.5
Sabah,Sabah,2018-10-01,2018,10,October,2018-10,October 2018,201810,01,Food and non-alcoholic beverages,0.4,0.0
Sarawak,Sarawak,2018-10-01,2018,10,October,2018-10,October 2018,201810,01,Food and non-alcoholic beverages,1.0,0.2
Selangor,Selangor,2018-10-01,2018,10,October,2018-10,October 2018,201810,01,Food and non-alcoholic beverages,1.5,0.7
Terengganu,Terengganu,2018-10-01,2018,10,October,2018-10,October 2018,201810,01,Food and non-alcoholic beverages,0.1,0.2
Johor,Johor,2018-11-01,2018,11,November,2018-11,November 2018,201811,01,Food and non-alcoholic beverages,1.0,0.4
Kedah,Kedah,2018-11-01,2018,11,November,2018-11,November 2018,201811,01,Food and non-alcoholic beverages,-0.6,-0.4
Kelantan,Kelantan,2018-11-01,2018,11,November,2018-11,November 2018,201811,01,Food and non-alcoholic beverages,0.5,0.5
W.P. Kuala Lumpur,Kuala Lumpur,2018-11-01,2018,11,November,2018-11,November 2018,201811,01,Food and non-alcoholic beverages,4.8,0.5
W.P. Labuan,Labuan,2018-11-01,2018,11,November,2018-11,November 2018,201811,01,Food and non-alcoholic beverages,0.7,0.1
Melaka,Melaka,2018-11-01,2018,11,November,2018-11,November 2018,201811,01,Food and non-alcoholic beverages,0.7,0.3
Negeri Sembilan,Negeri Sembilan,2018-11-01,2018,11,November,2018-11,November 2018,201811,01,Food and non-alcoholic beverages,1.5,0.3
Pahang,Pahang,2018-11-01,2018,11,November,2018-11,November 2018,201811,01,Food and non-alcoholic beverages,0.7,-0.1
Pulau Pinang,Penang,2018-11-01,2018,11,November,2018-11,November 2018,201811,01,Food and non-alcoholic beverages,1.3,0.3
Perak,Perak,2018-11-01,2018,11,November,2018-11,November 2018,201811,01,Food and non-alcoholic beverages,0.1,0.1
Perlis,Perlis,2018-11-01,2018,11,November,2018-11,November 2018,201811,01,Food and non-alcoholic beverages,0.3,0.0
W.P. Putrajaya,Putrajaya,2018-11-01,2018,11,November,2018-11,November 2018,201811,01,Food and non-alcoholic beverages,1.2,1.2
Sabah,Sabah,2018-11-01,2018,11,November,2018-11,November 2018,201811,01,Food and non-alcoholic beverages,0.0,0.2
Sarawak,Sarawak,2018-11-01,2018,11,November,2018-11,November 2018,201811,01,Food and non-alcoholic beverages,0.9,0.2
Selangor,Selangor,2018-11-01,2018,11,November,2018-11,November 2018,201811,01,Food and non-alcoholic beverages,1.1,0.1
Terengganu,Terengganu,2018-11-01,2018,11,November,2018-11,November 2018,201811,01,Food and non-alcoholic beverages,0.5,0.9
Johor,Johor,2018-12-01,2018,12,December,2018-12,December 2018,201812,01,Food and non-alcoholic beverages,0.4,0.2
Kedah,Kedah,2018-12-01,2018,12,December,2018-12,December 2018,201812,01,Food and non-alcoholic beverages,-0.5,0.6
Kelantan,Kelantan,2018-12-01,2018,12,December,2018-12,December 2018,201812,01,Food and non-alcoholic beverages,0.4,0.8
W.P. Kuala Lumpur,Kuala Lumpur,2018-12-01,2018,12,December,2018-12,December 2018,201812,01,Food and non-alcoholic beverages,3.9,0.1
W.P. Labuan,Labuan,2018-12-01,2018,12,December,2018-12,December 2018,201812,01,Food and non-alcoholic beverages,0.5,0.2
Melaka,Melaka,2018-12-01,2018,12,December,2018-12,December 2018,201812,01,Food and non-alcoholic beverages,0.1,0.6
Negeri Sembilan,Negeri Sembilan,2018-12-01,2018,12,December,2018-12,December 2018,201812,01,Food and non-alcoholic beverages,0.8,0.2
Pahang,Pahang,2018-12-01,2018,12,December,2018-12,December 2018,201812,01,Food and non-alcoholic beverages,0.5,0.8
Pulau Pinang,Penang,2018-12-01,2018,12,December,2018-12,December 2018,201812,01,Food and non-alcoholic beverages,1.0,0.4
Perak,Perak,2018-12-01,2018,12,December,2018-12,December 2018,201812,01,Food and non-alcoholic beverages,-0.2,0.4
Perlis,Perlis,2018-12-01,2018,12,December,2018-12,December 2018,201812,01,Food and non-alcoholic beverages,0.3,0.9
W.P. Putrajaya,Putrajaya,2018-12-01,2018,12,December,2018-12,December 2018,201812,01,Food and non-alcoholic beverages,0.7,0.7
Sabah,Sabah,2018-12-01,2018,12,December,2018-12,December 2018,201812,01,Food and non-alcoholic beverages,-0.4,0.1
Sarawak,Sarawak,2018-12-01,2018,12,December,2018-12,December 2018,201812,01,Food and non-alcoholic beverages,0.6,0.1
Selangor,Selangor,2018-12-01,2018,12,December,2018-12,December 2018,201812,01,Food and non-alcoholic beverages,0.7,0.4
Terengganu,Terengganu,2018-12-01,2018,12,December,2018-12,December 2018,201812,01,Food and non-alcoholic beverages,0.0,0.5
Johor,Johor,2019-01-01,2019,1,January,2019-01,January 2019,201901,01,Food and non-alcoholic beverages,1.1,1.4
Kedah,Kedah,2019-01-01,2019,1,January,2019-01,January 2019,201901,01,Food and non-alcoholic beverages,7.0,0.9
Kelantan,Kelantan,2019-01-01,2019,1,January,2019-01,January 2019,201901,01,Food and non-alcoholic beverages,0.8,1.0
W.P. Kuala Lumpur,Kuala Lumpur,2019-01-01,2019,1,January,2019-01,January 2019,201901,01,Food and non-alcoholic beverages,3.7,1.0
W.P. Labuan,Labuan,2019-01-01,2019,1,January,2019-01,January 2019,201901,01,Food and non-alcoholic beverages,0.8,0.6
Melaka,Melaka,2019-01-01,2019,1,January,2019-01,January 2019,201901,01,Food and non-alcoholic beverages,0.4,0.9
Negeri Sembilan,Negeri Sembilan,2019-01-01,2019,1,January,2019-01,January 2019,201901,01,Food and non-alcoholic beverages,1.0,0.8
Pahang,Pahang,2019-01-01,2019,1,January,2019-01,January 2019,201901,01,Food and non-alcoholic beverages,0.5,0.5
Pulau Pinang,Penang,2019-01-01,2019,1,January,2019-01,January 2019,201901,01,Food and non-alcoholic beverages,1.0,0.7
Perak,Perak,2019-01-01,2019,1,January,2019-01,January 2019,201901,01,Food and non-alcoholic beverages,0.5,1.0
Perlis,Perlis,2019-01-01,2019,1,January,2019-01,January 2019,201901,01,Food and non-alcoholic beverages,1.5,1.0
W.P. Putrajaya,Putrajaya,2019-01-01,2019,1,January,2019-01,January 2019,201901,01,Food and non-alcoholic beverages,2.7,2.3
Sabah,Sabah,2019-01-01,2019,1,January,2019-01,January 2019,201901,01,Food and non-alcoholic beverages,-0.6,0.7
Sarawak,Sarawak,2019-01-01,2019,1,January,2019-01,January 2019,201901,01,Food and non-alcoholic beverages,0.6,0.3
Selangor,Selangor,2019-01-01,2019,1,January,2019-01,January 2019,201901,01,Food and non-alcoholic beverages,1.0,0.9
Terengganu,Terengganu,2019-01-01,2019,1,January,2019-01,January 2019,201901,01,Food and non-alcoholic beverages,0.3,1.0
Johor,Johor,2019-02-01,2019,2,February,2019-02,February 2019,201902,01,Food and non-alcoholic beverages,0.8,0.1
Kedah,Kedah,2019-02-01,2019,2,February,2019-02,February 2019,201902,01,Food and non-alcoholic beverages,7.1,0.2
Kelantan,Kelantan,2019-02-01,2019,2,February,2019-02,February 2019,201902,01,Food and non-alcoholic beverages,0.5,-0.4
W.P. Kuala Lumpur,Kuala Lumpur,2019-02-01,2019,2,February,2019-02,February 2019,201902,01,Food and non-alcoholic beverages,3.7,0.3
W.P. Labuan,Labuan,2019-02-01,2019,2,February,2019-02,February 2019,201902,01,Food and non-alcoholic beverages,1.2,0.3
Melaka,Melaka,2019-02-01,2019,2,February,2019-02,February 2019,201902,01,Food and non-alcoholic beverages,0.4,0.0
Negeri Sembilan,Negeri Sembilan,2019-02-01,2019,2,February,2019-02,February 2019,201902,01,Food and non-alcoholic beverages,0.8,0.2
Pahang,Pahang,2019-02-01,2019,2,February,2019-02,February 2019,201902,01,Food and non-alcoholic beverages,0.8,0.0
Pulau Pinang,Penang,2019-02-01,2019,2,February,2019-02,February 2019,201902,01,Food and non-alcoholic beverages,1.0,0.3
Perak,Perak,2019-02-01,2019,2,February,2019-02,February 2019,201902,01,Food and non-alcoholic beverages,0.6,0.3
Perlis,Perlis,2019-02-01,2019,2,February,2019-02,February 2019,201902,01,Food and non-alcoholic beverages,1.6,0.1
W.P. Putrajaya,Putrajaya,2019-02-01,2019,2,February,2019-02,February 2019,201902,01,Food and non-alcoholic beverages,2.5,0.0
Sabah,Sabah,2019-02-01,2019,2,February,2019-02,February 2019,201902,01,Food and non-alcoholic beverages,-0.5,0.0
Sarawak,Sarawak,2019-02-01,2019,2,February,2019-02,February 2019,201902,01,Food and non-alcoholic beverages,0.6,0.2
Selangor,Selangor,2019-02-01,2019,2,February,2019-02,February 2019,201902,01,Food and non-alcoholic beverages,1.2,0.2
Terengganu,Terengganu,2019-02-01,2019,2,February,2019-02,February 2019,201902,01,Food and non-alcoholic beverages,0.2,-0.1
Johor,Johor,2019-03-01,2019,3,March,2019-03,March 2019,201903,01,Food and non-alcoholic beverages,0.9,-0.7
Kedah,Kedah,2019-03-01,2019,3,March,2019-03,March 2019,201903,01,Food and non-alcoholic beverages,7.4,-0.2
Kelantan,Kelantan,2019-03-01,2019,3,March,2019-03,March 2019,201903,01,Food and non-alcoholic beverages,0.1,-1.1
W.P. Kuala Lumpur,Kuala Lumpur,2019-03-01,2019,3,March,2019-03,March 2019,201903,01,Food and non-alcoholic beverages,4.2,-0.1
W.P. Labuan,Labuan,2019-03-01,2019,3,March,2019-03,March 2019,201903,01,Food and non-alcoholic beverages,0.8,-0.2
Melaka,Melaka,2019-03-01,2019,3,March,2019-03,March 2019,201903,01,Food and non-alcoholic beverages,0.7,-0.5
Negeri Sembilan,Negeri Sembilan,2019-03-01,2019,3,March,2019-03,March 2019,201903,01,Food and non-alcoholic beverages,1.1,-0.5
Pahang,Pahang,2019-03-01,2019,3,March,2019-03,March 2019,201903,01,Food and non-alcoholic beverages,0.6,-0.6
Pulau Pinang,Penang,2019-03-01,2019,3,March,2019-03,March 2019,201903,01,Food and non-alcoholic beverages,1.0,-0.3
Perak,Perak,2019-03-01,2019,3,March,2019-03,March 2019,201903,01,Food and non-alcoholic beverages,0.8,-0.4
Perlis,Perlis,2019-03-01,2019,3,March,2019-03,March 2019,201903,01,Food and non-alcoholic beverages,1.7,-0.7
W.P. Putrajaya,Putrajaya,2019-03-01,2019,3,March,2019-03,March 2019,201903,01,Food and non-alcoholic beverages,2.7,-0.3
Sabah,Sabah,2019-03-01,2019,3,March,2019-03,March 2019,201903,01,Food and non-alcoholic beverages,-0.6,0.0
Sarawak,Sarawak,2019-03-01,2019,3,March,2019-03,March 2019,201903,01,Food and non-alcoholic beverages,0.6,0.2
Selangor,Selangor,2019-03-01,2019,3,March,2019-03,March 2019,201903,01,Food and non-alcoholic beverages,1.3,-0.4
Terengganu,Terengganu,2019-03-01,2019,3,March,2019-03,March 2019,201903,01,Food and non-alcoholic beverages,0.0,-1.2
Johor,Johor,2019-04-01,2019,4,April,2019-04,April 2019,201904,01,Food and non-alcoholic beverages,1.2,-0.2
Kedah,Kedah,2019-04-01,2019,4,April,2019-04,April 2019,201904,01,Food and non-alcoholic beverages,0.2,-0.4
Kelantan,Kelantan,2019-04-01,2019,4,April,2019-04,April 2019,201904,01,Food and non-alcoholic beverages,0.3,-0.2
W.P. Kuala Lumpur,Kuala Lumpur,2019-04-01,2019,4,April,2019-04,April 2019,201904,01,Food and non-alcoholic beverages,3.6,0.0
W.P. Labuan,Labuan,2019-04-01,2019,4,April,2019-04,April 2019,201904,01,Food and non-alcoholic beverages,0.5,-0.2
Melaka,Melaka,2019-04-01,2019,4,April,2019-04,April 2019,201904,01,Food and non-alcoholic beverages,0.5,-0.4
Negeri Sembilan,Negeri Sembilan,2019-04-01,2019,4,April,2019-04,April 2019,201904,01,Food and non-alcoholic beverages,1.2,-0.1
Pahang,Pahang,2019-04-01,2019,4,April,2019-04,April 2019,201904,01,Food and non-alcoholic beverages,0.5,-0.3
Pulau Pinang,Penang,2019-04-01,2019,4,April,2019-04,April 2019,201904,01,Food and non-alcoholic beverages,1.0,-0.1
Perak,Perak,2019-04-01,2019,4,April,2019-04,April 2019,201904,01,Food and non-alcoholic beverages,0.8,-0.3
Perlis,Perlis,2019-04-01,2019,4,April,2019-04,April 2019,201904,01,Food and non-alcoholic beverages,1.1,-0.5
W.P. Putrajaya,Putrajaya,2019-04-01,2019,4,April,2019-04,April 2019,201904,01,Food and non-alcoholic beverages,2.4,-0.5
Sabah,Sabah,2019-04-01,2019,4,April,2019-04,April 2019,201904,01,Food and non-alcoholic beverages,-0.2,-0.2
Sarawak,Sarawak,2019-04-01,2019,4,April,2019-04,April 2019,201904,01,Food and non-alcoholic beverages,0.7,0.0
Selangor,Selangor,2019-04-01,2019,4,April,2019-04,April 2019,201904,01,Food and non-alcoholic beverages,1.3,-0.3
Terengganu,Terengganu,2019-04-01,2019,4,April,2019-04,April 2019,201904,01,Food and non-alcoholic beverages,0.4,-0.3
Johor,Johor,2019-05-01,2019,5,May,2019-05,May 2019,201905,01,Food and non-alcoholic beverages,1.8,0.7
Kedah,Kedah,2019-05-01,2019,5,May,2019-05,May 2019,201905,01,Food and non-alcoholic beverages,0.5,0.2
Kelantan,Kelantan,2019-05-01,2019,5,May,2019-05,May 2019,201905,01,Food and non-alcoholic beverages,1.2,1.2
W.P. Kuala Lumpur,Kuala Lumpur,2019-05-01,2019,5,May,2019-05,May 2019,201905,01,Food and non-alcoholic beverages,2.8,0.1
W.P. Labuan,Labuan,2019-05-01,2019,5,May,2019-05,May 2019,201905,01,Food and non-alcoholic beverages,1.3,0.0
Melaka,Melaka,2019-05-01,2019,5,May,2019-05,May 2019,201905,01,Food and non-alcoholic beverages,0.8,0.4
Negeri Sembilan,Negeri Sembilan,2019-05-01,2019,5,May,2019-05,May 2019,201905,01,Food and non-alcoholic beverages,1.4,0.2
Pahang,Pahang,2019-05-01,2019,5,May,2019-05,May 2019,201905,01,Food and non-alcoholic beverages,0.6,0.5
Pulau Pinang,Penang,2019-05-01,2019,5,May,2019-05,May 2019,201905,01,Food and non-alcoholic beverages,1.0,-0.1
Perak,Perak,2019-05-01,2019,5,May,2019-05,May 2019,201905,01,Food and non-alcoholic beverages,1.0,0.2
Perlis,Perlis,2019-05-01,2019,5,May,2019-05,May 2019,201905,01,Food and non-alcoholic beverages,1.8,0.4
W.P. Putrajaya,Putrajaya,2019-05-01,2019,5,May,2019-05,May 2019,201905,01,Food and non-alcoholic beverages,2.7,0.4
Sabah,Sabah,2019-05-01,2019,5,May,2019-05,May 2019,201905,01,Food and non-alcoholic beverages,0.0,-0.2
Sarawak,Sarawak,2019-05-01,2019,5,May,2019-05,May 2019,201905,01,Food and non-alcoholic beverages,0.8,0.1
Selangor,Selangor,2019-05-01,2019,5,May,2019-05,May 2019,201905,01,Food and non-alcoholic beverages,1.1,0.2
Terengganu,Terengganu,2019-05-01,2019,5,May,2019-05,May 2019,201905,01,Food and non-alcoholic beverages,1.0,1.0
Johor,Johor,2019-06-01,2019,6,June,2019-06,June 2019,201906,01,Food and non-alcoholic beverages,2.7,0.1
Kedah,Kedah,2019-06-01,2019,6,June,2019-06,June 2019,201906,01,Food and non-alcoholic beverages,1.3,0.2
Kelantan,Kelantan,2019-06-01,2019,6,June,2019-06,June 2019,201906,01,Food and non-alcoholic beverages,1.7,0.2
W.P. Kuala Lumpur,Kuala Lumpur,2019-06-01,2019,6,June,2019-06,June 2019,201906,01,Food and non-alcoholic beverages,4.0,0.3
W.P. Labuan,Labuan,2019-06-01,2019,6,June,2019-06,June 2019,201906,01,Food and non-alcoholic beverages,1.9,0.2
Melaka,Melaka,2019-06-01,2019,6,June,2019-06,June 2019,201906,01,Food and non-alcoholic beverages,2.2,-0.1
Negeri Sembilan,Negeri Sembilan,2019-06-01,2019,6,June,2019-06,June 2019,201906,01,Food and non-alcoholic beverages,2.3,-0.1
Pahang,Pahang,2019-06-01,2019,6,June,2019-06,June 2019,201906,01,Food and non-alcoholic beverages,1.2,-0.4
Pulau Pinang,Penang,2019-06-01,2019,6,June,2019-06,June 2019,201906,01,Food and non-alcoholic beverages,2.8,0.0
Perak,Perak,2019-06-01,2019,6,June,2019-06,June 2019,201906,01,Food and non-alcoholic beverages,2.2,0.0
Perlis,Perlis,2019-06-01,2019,6,June,2019-06,June 2019,201906,01,Food and non-alcoholic beverages,2.0,0.0
W.P. Putrajaya,Putrajaya,2019-06-01,2019,6,June,2019-06,June 2019,201906,01,Food and non-alcoholic beverages,5.0,-0.1
Sabah,Sabah,2019-06-01,2019,6,June,2019-06,June 2019,201906,01,Food and non-alcoholic beverages,0.9,0.1
Sarawak,Sarawak,2019-06-01,2019,6,June,2019-06,June 2019,201906,01,Food and non-alcoholic beverages,1.9,-0.1
Selangor,Selangor,2019-06-01,2019,6,June,2019-06,June 2019,201906,01,Food and non-alcoholic beverages,2.5,0.1
Terengganu,Terengganu,2019-06-01,2019,6,June,2019-06,June 2019,201906,01,Food and non-alcoholic beverages,1.9,0.6
Johor,Johor,2019-07-01,2019,7,July,2019-07,July 2019,201907,01,Food and non-alcoholic beverages,2.7,0.4
Kedah,Kedah,2019-07-01,2019,7,July,2019-07,July 2019,201907,01,Food and non-alcoholic beverages,1.4,0.1
Kelantan,Kelantan,2019-07-01,2019,7,July,2019-07,July 2019,201907,01,Food and non-alcoholic beverages,1.4,-0.2
W.P. Kuala Lumpur,Kuala Lumpur,2019-07-01,2019,7,July,2019-07,July 2019,201907,01,Food and non-alcoholic beverages,4.4,0.4
W.P. Labuan,Labuan,2019-07-01,2019,7,July,2019-07,July 2019,201907,01,Food and non-alcoholic beverages,1.7,0.2
Melaka,Melaka,2019-07-01,2019,7,July,2019-07,July 2019,201907,01,Food and non-alcoholic beverages,2.2,0.4
Negeri Sembilan,Negeri Sembilan,2019-07-01,2019,7,July,2019-07,July 2019,201907,01,Food and non-alcoholic beverages,2.3,0.4
Pahang,Pahang,2019-07-01,2019,7,July,2019-07,July 2019,201907,01,Food and non-alcoholic beverages,1.4,0.6
Pulau Pinang,Penang,2019-07-01,2019,7,July,2019-07,July 2019,201907,01,Food and non-alcoholic beverages,3.0,0.6
Perak,Perak,2019-07-01,2019,7,July,2019-07,July 2019,201907,01,Food and non-alcoholic beverages,2.3,0.5
Perlis,Perlis,2019-07-01,2019,7,July,2019-07,July 2019,201907,01,Food and non-alcoholic beverages,2.1,0.1
W.P. Putrajaya,Putrajaya,2019-07-01,2019,7,July,2019-07,July 2019,201907,01,Food and non-alcoholic beverages,5.9,0.7
Sabah,Sabah,2019-07-01,2019,7,July,2019-07,July 2019,201907,01,Food and non-alcoholic beverages,1.1,0.0
Sarawak,Sarawak,2019-07-01,2019,7,July,2019-07,July 2019,201907,01,Food and non-alcoholic beverages,1.7,0.0
Selangor,Selangor,2019-07-01,2019,7,July,2019-07,July 2019,201907,01,Food and non-alcoholic beverages,2.6,0.4
Terengganu,Terengganu,2019-07-01,2019,7,July,2019-07,July 2019,201907,01,Food and non-alcoholic beverages,1.6,-0.2
Johor,Johor,2019-08-01,2019,8,August,2019-08,August 2019,201908,01,Food and non-alcoholic beverages,2.4,-0.1
Kedah,Kedah,2019-08-01,2019,8,August,2019-08,August 2019,201908,01,Food and non-alcoholic beverages,1.7,0.5
Kelantan,Kelantan,2019-08-01,2019,8,August,2019-08,August 2019,201908,01,Food and non-alcoholic beverages,1.9,0.4
W.P. Kuala Lumpur,Kuala Lumpur,2019-08-01,2019,8,August,2019-08,August 2019,201908,01,Food and non-alcoholic beverages,4.7,0.3
W.P. Labuan,Labuan,2019-08-01,2019,8,August,2019-08,August 2019,201908,01,Food and non-alcoholic beverages,1.7,0.0
Melaka,Melaka,2019-08-01,2019,8,August,2019-08,August 2019,201908,01,Food and non-alcoholic beverages,2.6,0.2
Negeri Sembilan,Negeri Sembilan,2019-08-01,2019,8,August,2019-08,August 2019,201908,01,Food and non-alcoholic beverages,2.4,0.2
Pahang,Pahang,2019-08-01,2019,8,August,2019-08,August 2019,201908,01,Food and non-alcoholic beverages,1.8,0.3
Pulau Pinang,Penang,2019-08-01,2019,8,August,2019-08,August 2019,201908,01,Food and non-alcoholic beverages,3.1,0.4
Perak,Perak,2019-08-01,2019,8,August,2019-08,August 2019,201908,01,Food and non-alcoholic beverages,2.7,0.3
Perlis,Perlis,2019-08-01,2019,8,August,2019-08,August 2019,201908,01,Food and non-alcoholic beverages,2.3,0.6
W.P. Putrajaya,Putrajaya,2019-08-01,2019,8,August,2019-08,August 2019,201908,01,Food and non-alcoholic beverages,5.7,0.1
Sabah,Sabah,2019-08-01,2019,8,August,2019-08,August 2019,201908,01,Food and non-alcoholic beverages,1.0,0.2
Sarawak,Sarawak,2019-08-01,2019,8,August,2019-08,August 2019,201908,01,Food and non-alcoholic beverages,1.6,0.0
Selangor,Selangor,2019-08-01,2019,8,August,2019-08,August 2019,201908,01,Food and non-alcoholic beverages,2.9,0.2
Terengganu,Terengganu,2019-08-01,2019,8,August,2019-08,August 2019,201908,01,Food and non-alcoholic beverages,2.1,0.2
Johor,Johor,2019-09-01,2019,9,September,2019-09,September 2019,201909,01,Food and non-alcoholic beverages,2.6,0.0
Kedah,Kedah,2019-09-01,2019,9,September,2019-09,September 2019,201909,01,Food and non-alcoholic beverages,1.8,-0.2
Kelantan,Kelantan,2019-09-01,2019,9,September,2019-09,September 2019,201909,01,Food and non-alcoholic beverages,1.5,-0.7
W.P. Kuala Lumpur,Kuala Lumpur,2019-09-01,2019,9,September,2019-09,September 2019,201909,01,Food and non-alcoholic beverages,3.9,-0.4
W.P. Labuan,Labuan,2019-09-01,2019,9,September,2019-09,September 2019,201909,01,Food and non-alcoholic beverages,1.7,-0.1
Melaka,Melaka,2019-09-01,2019,9,September,2019-09,September 2019,201909,01,Food and non-alcoholic beverages,2.3,-0.2
Negeri Sembilan,Negeri Sembilan,2019-09-01,2019,9,September,2019-09,September 2019,201909,01,Food and non-alcoholic beverages,1.9,-0.1
Pahang,Pahang,2019-09-01,2019,9,September,2019-09,September 2019,201909,01,Food and non-alcoholic beverages,1.9,-0.3
Pulau Pinang,Penang,2019-09-01,2019,9,September,2019-09,September 2019,201909,01,Food and non-alcoholic beverages,2.6,-0.1
Perak,Perak,2019-09-01,2019,9,September,2019-09,September 2019,201909,01,Food and non-alcoholic beverages,2.3,-0.2
Perlis,Perlis,2019-09-01,2019,9,September,2019-09,September 2019,201909,01,Food and non-alcoholic beverages,1.5,-0.4
